TreeDepth,Offset,Name
0,0x8f870a497e30,\\Windows\\System32\\en-US\\lsasrv.dll.mui
0,0x8f870a498150,\\Windows\\System32
0,0x8f870a4982e0,\\Windows\\System32\\IPHLPAPI.DLL
0,0x8f870a498470,\\Windows\\System32\\NtlmShared.dll
0,0x8f870a498600,\\Windows\\System32\\logoncli.dll
0,0x8f870a498920,\\Windows\\System32\\TSpkg.dll
0,0x8f870a498ab0,\\Windows\\System32\\webservices.dll
0,0x8f870a498c40,\\$Directory
0,0x8f870a498dd0,\\Windows\\System32\\msv1_0.dll
0,0x8f870a4990f0,\\Users\\alice\\AppData\\Roaming\\Microsoft\\Windows\\Recent\\CustomDestinations\\f01b4d95cf55d32a.customDestinations-ms
0,0x8f870a499280,\\Windows\\System32\\MicrosoftAccountCloudAP.dll
0,0x8f870a499410,\\Windows\\System32\\dpapi.dll
0,0x8f870a4995a0,\\Windows\\System32\\netutils.dll
0,0x8f870a499730,\\$Directory
0,0x8f870a4998c0,\\Windows\\System32\\msvcp140.dll
0,0x8f870a499a50,\\Windows\\System32\\samcli.dll
0,0x8f870a499be0,\\Windows\\debug\\PASSWD.LOG
0,0x8f870a499d70,\\Windows\\System32\\pku2u.dll
0,0x8f870a49a220,\\Windows\\System32\\rsaenh.dll
0,0x8f870a49a540,\\Windows\\System32\\dnsapi.dll
0,0x8f870a49a6d0,\\Windows\\System32\\cryptxml.dll
0,0x8f870a49a860,\\Windows\\System32\\wdigest.dll
0,0x8f870a49a9f0,\\Windows\\System32\\C_28591.NLS
0,0x8f870a49ab80,\\Windows\\System32\\schannel.dll
0,0x8f870a49ad10,\\Windows\\System32\\gmsaclient.dll
0,0x8f870a49aea0,\\lsass
0,0x8f870a49b1c0,\\Windows\\System32\\netlogon.dll
0,0x8f870a49b350,\\Windows\\System32\\cloudAP.dll
0,0x8f870a49b4e0,\\lsass
0,0x8f870a49b670,\\Windows\\System32\\dpapisrv.dll
0,0x8f870a49b800,\\Windows\\System32\\sspisrv.dll
0,0x8f870a49bb20,\\Windows\\System32\\scesrv.dll
0,0x8f870a49bcb0,\\Windows\\System32\\en-US\\wuaueng.dll.mui
0,0x8f870a49c2f0,\\ntsvcs
0,0x8f870a49c610,\\Program Files\\AccessData\\FTK Imager\\ADG_EULA.rtf
0,0x8f870a49c930,\\ntsvcs
0,0x8f870a49cac0,\\ntsvcs
0,0x8f870a49cc50,\\CMNotify
0,0x8f870a49cde0,\\Windows\\System32\\efslsaext.dll
0,0x8f870a4f2590,\\Windows\\System32
0,0x8f870a4f2a40,\\Windows\\System32\\config\\SAM.LOG2
0,0x8f870a4f2bd0,\\scerpc
0,0x8f870a4f2ef0,\\Windows\\System32\\config\\RegBack\\SAM
0,0x8f870a4f3080,\\Windows\\System32\\kdcpw.dll
0,0x8f870a4f33a0,\\scerpc
0,0x8f870a4f3530,\\Windows\\System32\\config\\SAM
0,0x8f870a4f36c0,\\Windows\\System32\\FirewallAPI.dll
0,0x8f870a4f3b70,\\Windows\\System32\\umpnpmgr.dll
0,0x8f870a4f3d00,\\Windows\\System32\\en-US\\services.exe.mui
0,0x8f870a4f3e90,\\Program Files\\Wireshark\\libgcrypt-20.dll
0,0x8f870a4f41b0,\\Windows\\System32\\profext.dll
0,0x8f870a4f4340,\\Windows\\System32\\svchost.exe
0,0x8f870a4f44d0,\\Windows\\System32\\WUDFPlatform.dll
0,0x8f870a4f4660,\\scerpc
0,0x8f870a4f47f0,\\Windows\\System32\\ntmarta.dll
0,0x8f870a4f4980,\\Windows\\System32\\authz.dll
0,0x8f870a4f4b10,\\Windows\\System32\\config\\SAM.LOG1
0,0x8f870a4f4ca0,\\Windows\\System32\\rassfm.dll
0,0x8f870a4f5150,\\Windows\\System32\\scecli.dll
0,0x8f870a4f52e0,\\Device\\HarddiskVolume1\\Windows\\ServiceProfiles\\LocalService\\NTUSER.DAT{a23e8b11-3bf8-11ee-900e-8d637ccdbace}.TM
0,0x8f870a4f5470,\\Windows\\System32\\umpoext.dll
0,0x8f870a4f5600,\\Windows\\System32\\fontdrvhost.exe
0,0x8f870a4f5790,\\Windows\\Fonts\\vgasys.fon
0,0x8f870a4f5920,\\Windows\\System32\\umpo.dll
0,0x8f870a4f5ab0,\\Sessions\\1\\AppContainerNamedObjects\\S-1-15-2-95739096-486727260-2033287795-3853587803-1685597119-444378811-2746676523
0,0x8f870a4f5c40,\\Windows\\System32\\slc.dll
0,0x8f870a4f5dd0,\\Windows\\System32\\fontdrvhost.exe
0,0x8f870a4f6280,\\Windows\\System32\\en-US\\svchost.exe.mui
0,0x8f870a4f6410,\\Windows\\ServiceProfiles\\LocalService\\NTUSER.DAT{a23e8b11-3bf8-11ee-900e-8d637ccdbace}.TMContainer00000000000000000002.regtrans-ms
0,0x8f870a4f65a0,\\Windows\\System32
0,0x8f870a4f6730,\\Windows\\System32\\sppc.dll
0,0x8f870a4f6a50,\\Windows\\System32
0,0x8f870a4f6be0,\\Windows\\System32\\mintdh.dll
0,0x8f870a4f6d70,\\Windows\\System32\\tdh.dll
0,0x8f870a4f7090,\\CMApi
0,0x8f870a4f73b0,\\Device\\HarddiskVolume1\\Windows\\ServiceProfiles\\LocalService\\NTUSER.DAT{a23e8b11-3bf8-11ee-900e-8d637ccdbace}.TM
0,0x8f870a4f7540,\\Windows\\System32\\riched20.dll
0,0x8f870a4f76d0,\\Program Files\\Wireshark\\imageformats\\qico.dll
0,0x8f870a4f7860,\\Windows\\System32\\fwbase.dll
0,0x8f870a4f79f0,\\$Directory
0,0x8f870a4f7b80,\\Windows\\System32\\dxgi.dll
0,0x8f870a4f7ea0,\\Windows\\explorer.exe
0,0x8f870a4f81c0,\\Sessions\\0\\AppContainerNamedObjects\\S-1-15-2-95739096-486727260-2033287795-3853587803-1685597119-444378811-2746676523
0,0x8f870a4f8350,\\Windows\\ServiceProfiles\\LocalService\\NTUSER.DAT{a23e8b11-3bf8-11ee-900e-8d637ccdbace}.TMContainer00000000000000000001.regtrans-ms
0,0x8f870a4f84e0,\\Windows\\ServiceProfiles\\NetworkService\\NTUSER.DAT.LOG2
0,0x8f870a4f8670,\\Windows\\ServiceProfiles\\NetworkService\\NTUSER.DAT{1c3790b4-b8ad-11e8-aa21-e41d2d101530}.TM.blf
0,0x8f870a4f8800,\\CMNotify
0,0x8f870a4f8990,\\Windows\\System32
0,0x8f870a4f8b20,\\Windows\\System32\\twinapi.dll
0,0x8f870a4f8cb0,\\$Directory
0,0x8f870a4f8e40,\\CMNotify
0,0x8f870a4f9610,\\Windows\\System32\\en-US\\svchost.exe.mui
0,0x8f870a4f97a0,\\Windows\\System32\\hid.dll
0,0x8f870a4f9930,\\Windows\\ServiceProfiles\\NetworkService\\NTUSER.DAT
0,0x8f870a4f9ac0,\\Windows\\ServiceProfiles\\NetworkService\\NTUSER.DAT.LOG1
0,0x8f870a4f9c50,\\Endpoint
0,0x8f870a4f9de0,\\Windows\\System32\\gpapi.dll
0,0x8f870a5610e0,\\Program Files\\AccessData\\FTK Imager\\msvcp80.dll
0,0x8f870a561270,\\Windows\\System32\\svchost.exe
0,0x8f870a561590,\\Endpoint
0,0x8f870a561720,\\Windows\\System32\\en-US\\dhcpcore.dll.mui
0,0x8f870a5618b0,\\Users\\alice\\AppData\\Roaming\\Microsoft\\Windows\\Recent\\AutomaticDestinations\\f01b4d95cf55d32a.automaticDestinations-ms
0,0x8f870a561a40,\\Program Files\\AccessData\\FTK Imager\\langs\\nld_FTKI.dll
0,0x8f870a561a70,᫈੖辇￿᫈੖辇￿
0,0x8f870a561bd0,\\Windows\\ServiceProfiles\\NetworkService\\NTUSER.DAT{1c3790b4-b8ad-11e8-aa21-e41d2d101530}.TMContainer00000000000000000002.regtrans-ms
0,0x8f870a561d60,\\Program Files\\AccessData\\FTK Imager\\boost_chrono-vc140-mt-1_59.dll
0,0x8f870a561ef0,\\Windows\\System32\\config\\systemprofile\\AppData\\LocalLow\\Microsoft\\CryptnetUrlCache\\MetaData\\57C8EDB95DF3F0AD4EE2DC2B8CFD4157
0,0x8f870a562210,\\Windows\\ServiceProfiles\\NetworkService\\NTUSER.DAT{1c3790b4-b8ad-11e8-aa21-e41d2d101530}.TMContainer00000000000000000001.regtrans-ms
0,0x8f870a5623a0,\\Device\\HarddiskVolume1\\Windows\\ServiceProfiles\\NetworkService\\NTUSER.DAT{1c3790b4-b8ad-11e8-aa21-e41d2d101530}.TM
0,0x8f870a562530,\\Windows\\System32\\tbs.dll
0,0x8f870a5626c0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-DeviceManagement-Enterprise-Diagnosti
0,0x8f870a5629e0,\\Windows\\System32\\RpcEpMap.dll
0,0x8f870a562b70,\\Endpoint
0,0x8f870a562e90,\\Device\\HarddiskVolume1\\Windows\\ServiceProfiles\\NetworkService\\NTUSER.DAT{1c3790b4-b8ad-11e8-aa21-e41d2d101530}.TM
0,0x8f870a563340,\\Windows\\System32
0,0x8f870a5634d0,\\Windows\\ServiceProfiles\\LocalService\\AppData\\Local\\FontCache\\FontCache-FontSet-S-1-5-18.datt
0,0x8f870a563660,\\Endpoint
0,0x8f870a5637f0,\\Winsock2\\CatalogChangeListener-31c-0
0,0x8f870a563980,\\Windows\\System32\\RpcRtRemote.dll
0,0x8f870a563b10,\\Endpoint
0,0x8f870a563ca0,\\Windows\\System32\\en-US\\mswsock.dll.mui
0,0x8f870a563e30,\\Windows\\System32\\rpcss.dll
0,0x8f870a564150,\\$Directory
0,0x8f870a5642e0,\\Windows\\System32\\sysntfy.dll
0,0x8f870a564470,\\Windows\\System32\\psmsrv.dll
0,0x8f870a564600,\\CMNotify
0,0x8f870a564790,\\Winsock2\\CatalogChangeListener-1f0-0
0,0x8f870a564920,\\LSM_API_service
0,0x8f870a564ab0,\\LSM_API_service
0,0x8f870a564c40,\\LSM_API_service
0,0x8f870a564dd0,\\Windows\\System32\\en-US\\wshqos.dll.mui
0,0x8f870a5650f0,\\Windows\\System32\\wshqos.dll
0,0x8f870a565280,\\Endpoint
0,0x8f870a5655a0,\\Windows\\System32\\twinapi.appcore.dll
0,0x8f870a565730,\\Windows\\System32\\rmclient.dll
0,0x8f870a5658c0,\\epmapper
0,0x8f870a565a50,\\epmapper
0,0x8f870a565a80,嫘੖辇￿嫘੖辇￿
0,0x8f870a565be0,\\Endpoint
0,0x8f870a565d70,\\Endpoint
0,0x8f870a566090,\\Endpoint
0,0x8f870a566220,\\Endpoint
0,0x8f870a5663b0,\\Endpoint
0,0x8f870a566540,\\Windows\\Fonts\\marlett.ttf
0,0x8f870a5666d0,\\Windows\\System32\\lsm.dll
0,0x8f870a566860,\\epmapper
0,0x8f870a5669f0,\\Windows\\System32\\dwmapi.dll
0,0x8f870a566b80,\\Windows\\System32\\bisrv.dll
0,0x8f870a566d10,\\Endpoint
0,0x8f870a566ea0,\\Endpoint
0,0x8f870a5671c0,\\Windows\\Fonts\\micross.ttf
0,0x8f870a567350,\\Windows\\System32\\ResourcePolicyClient.dll
0,0x8f870a567670,\\Windows\\Resources\\Themes\\aero\\aero.msstyles
0,0x8f870a567800,\\Windows\\SysWOW64\\ucrtbase.dll
0,0x8f870a567990,\\Users\\desktop.ini
0,0x8f870a567b20,\\Windows\\System32\\embeddedmodesvcapi.dll
0,0x8f870a567cb0,\\Windows\\System32\\dwminit.dll
0,0x8f870a567e40,\\Windows\\System32\\uxtheme.dll
0,0x8f870a568160,\\ProgramData\\Microsoft\\Windows\\AppRepository\\StateRepository-Machine.srd-wal
0,0x8f870a568480,\\Windows\\System32\\dwm.exe
0,0x8f870a568610,\\Windows\\System32\\Windows.UI.Xaml.dll
0,0x8f870a5687a0,\\ProgramData\\Microsoft\\Windows\\AppRepository\\StateRepository-Machine.srd-shm
0,0x8f870a568930,\\Windows\\System32\\config\\syst
0,0x8f870a568de0,\\Windows\\System32\\netmsg.dll
0,0x8f870a5933f0,\\Windows\\System32\\LogFiles\\WMI\\RtBackup\\EtwRTEventLog-Application.etl
0,0x8f870a5e70e0,\\Windows\\System32\\xmllite.dll
0,0x8f870a5e7270,\\Windows\\System32\\d3d11.dll
0,0x8f870a5e7590,\\Windows\\System32\\PsmServiceExtHost.dll
0,0x8f870a5e7720,\\Windows\\System32\\winmm.dll
0,0x8f870a5e78b0,\\Windows\\System32\\dwmcore.dll
0,0x8f870a5e7a40,\\Windows\\System32\\winmmbase.dll
0,0x8f870a5e7bd0,\\Windows\\System32\\wer.dll
0,0x8f870a5e7ef0,\\Windows\\System32\\CoreMessaging.dll
0,0x8f870a5e8080,\\Windows\\System32\\SmartCardBackgroundPolicy.dll
0,0x8f870a5e83a0,\\Windows\\System32\\BCP47Langs.dll
0,0x8f870a5e8530,\\Windows\\System32\\ResourcePolicyServer.dll
0,0x8f870a5e86c0,\\Windows\\System32\\dwmredir.dll
0,0x8f870a5e8850,\\Windows\\System32\\apphelp.dll
0,0x8f870a5e8b70,\\Windows\\System32\\wincorlib.dll
0,0x8f870a5e8d00,\\Windows\\System32
0,0x8f870a5e8e90,\\Windows\\System32\\uDWM.dll
0,0x8f870a5e9340,\\Windows\\System32\\dcomp.dll
0,0x8f870a5e94d0,\\Windows\\System32\\D3DCompiler_47.dll
0,0x8f870a5e9660,\\Windows\\System32\\wtsapi32.dll
0,0x8f870a5e97f0,\\Windows\\System32\\en-US\\dwm.exe.mui
0,0x8f870a5e9980,\\Windows\\System32\\d2d1.dll
0,0x8f870a5ea150,\\Windows\\System32\\en-US\\SHCore.dll.mui
0,0x8f870a5ea2e0,\\$Directory
0,0x8f870a5ea600,\\CMApi
0,0x8f870a5ea790,\\Windows\\System32\\dab.dll
0,0x8f870a5ea920,\\Windows\\System32\\config\\BBI
0,0x8f870a5eaab0,\\Windows\\System32\\InputHost.dll
0,0x8f870a5eac40,\\Windows\\System32\\svchost.exe
0,0x8f870a5eadd0,\\Windows\\System32\\CoreUIComponents.dll
0,0x8f870a5eb0f0,\\Windows\\System32\\config\\BBI.LOG1
0,0x8f870a5eb280,\\CMNotify
0,0x8f870a5eb410,\\$Directory
0,0x8f870a5eb730,\\Windows\\System32\\WinTypes.dll
0,0x8f870a5eb8c0,\\Windows\\ServiceProfiles\\LocalService\\NTUSER.DAT
0,0x8f870a5eba50,\\Windows\\ServiceProfiles\\LocalService\\NTUSER.DAT.LOG1
0,0x8f870a5ebd70,\\Windows\\System32\\BCP47mrm.dll
0,0x8f870a5ec090,\\Windows\\System32\\dwmghost.dll
0,0x8f870a5ec220,\\Windows\\System32\\TextInputFramework.dll
0,0x8f870a5ec3b0,\\Windows\\System32\\BrokerLib.dll
0,0x8f870a5ec6d0,\\Windows\\System32\\propsys.dll
0,0x8f870a5ec860,\\Windows\\System32\\config\\BBI.LOG2
0,0x8f870a5ec9f0,\\$Directory
0,0x8f870a5ecb80,\\CMNotify
0,0x8f870a5ecd10,\\Windows\\System32\\SystemEventsBrokerServer.dll
0,0x8f870a5ecea0,\\Windows\\System32\\dabapi.dll
0,0x8f870a5ed1c0,\\Windows\\System32\\Windows.UI.dll
0,0x8f870a5ed350,\\Windows\\System32\\MrmCoreR.dll
0,0x8f870a5ed4e0,\\Windows\\System32\\en-US\\svchost.exe.mui
0,0x8f870a5ed670,\\Windows\\System32
0,0x8f870a5ed800,\\Windows\\System32\\d3d10warp.dll
0,0x8f870a5ed990,\\Windows\\System32
0,0x8f870a5edcb0,\\Windows\\System32\\en-US\\svchost.exe.mui
0,0x8f870a5ee160,\\Windows\\System32\\iertutil.dll
0,0x8f870a5ee2f0,\\Windows\\System32
0,0x8f870a5ee610,\\Windows\\System32\\svchost.exe
0,0x8f870a5ee7a0,\\CMNotify
0,0x8f870a5ee930,\\$Directory
0,0x8f870a5eeac0,\\Windows\\System32\\svchost.exe
0,0x8f870a5eec50,\\Windows\\ServiceProfiles\\LocalService\\NTUSER.DAT.LOG2
0,0x8f870a5eede0,\\Windows\\ServiceProfiles\\LocalService\\NTUSER.DAT{a23e8b11-3bf8-11ee-900e-8d637ccdbace}.TM.blf
0,0x8f870ac41100,\\CMNotify
0,0x8f870ac41290,\\CMNotify
0,0x8f870ac41420,\\CMNotify
0,0x8f870ac415b0,\\Windows\\ServiceProfiles\\LocalService\\AppData\\Local\\FontCache\\~FontCache-FontFace.dat
0,0x8f870ac41740,\\Windows\\System32\\msvcp110_win.dll
0,0x8f870ac418d0,\\Windows\\System32\\Windows.Globalization.dll
0,0x8f870ac41a60,\\CMNotify
0,0x8f870ac41bf0,\\Windows\\System32\\netprofm.dll
0,0x8f870ac41d80,\\Windows\\System32\\policymanager.dll
0,0x8f870ac420a0,\\CMNotify
0,0x8f870ac423c0,\\CMNotify
0,0x8f870ac42550,\\CMNotify
0,0x8f870ac426e0,\\Endpoint
0,0x8f870ac42870,\\Windows\\System32\\BthRadioMedia.dll
0,0x8f870ac42a00,\\Windows\\System32\\vmbuspipe.dll
0,0x8f870ac42b90,\\CMNotify
0,0x8f870ac42d20,\\CMNotify
0,0x8f870ac42eb0,\\CMNotify
0,0x8f870ac431d0,\\Windows\\System32\\drivers\\etc
0,0x8f870ac434f0,\\$Directory
0,0x8f870ac43680,\\CMNotify
0,0x8f870ac43810,\\Windows\\System32\\BluetoothApis.dll
0,0x8f870ac439a0,\\Windows\\System32\\en-US\\KernelBase.dll.mui
0,0x8f870ac43b30,\\Windows\\System32\\bi.dll
0,0x8f870ac43cc0,\\CMNotify
0,0x8f870ac44170,\\Windows\\System32\\httpprxc.dll
0,0x8f870ac44300,\\Windows\\Fonts
0,0x8f870ac44940,\\Windows\\System32\\pdh.dll
0,0x8f870ac44ad0,\\Windows\\System32\\en-US\\svchost.exe.mui
0,0x8f870ac44c60,\\Windows\\System32\\SDClient.dll
0,0x8f870ac44df0,\\CMNotify
0,0x8f870ac45110,\\Windows\\System32\\en-US\\termsrv.dll.mui
0,0x8f870ac452a0,\\Windows\\System32
0,0x8f870ac455c0,\\Windows\\System32\\regapi.dll
0,0x8f870ac45750,\\Windows\\System32\\svchost.exe
0,0x8f870ac458e0,\\CMNotify
0,0x8f870ac45a70,\\Windows\\System32\\rdpcorets.dll
0,0x8f870ac45c00,\\Windows\\System32\\rfxvmt.dll
0,0x8f870ac45d90,\\Windows\\ServiceProfiles\\LocalService\\AppData\\Local\\FontCache\\~FontCache-System.dat
0,0x8f870ac460b0,\\Windows\\System32\\dhcpcsvc6.dll
0,0x8f870ac46240,\\Users\\Public\\Desktop
0,0x8f870ac463d0,\\CMNotify
0,0x8f870ac466f0,\\CMNotify
0,0x8f870ac46880,\\Windows\\System32\\dhcpcsvc.dll
0,0x8f870ac46a10,\\CMNotify
0,0x8f870ac46ba0,\\CMNotify
0,0x8f870ac46ec0,\\Windows\\System32\\svchost.exe
0,0x8f870ac471e0,\\Windows\\System32\\directmanipulation.dll
0,0x8f870ac47370,\\Windows\\System32\\shsvcs.dll
0,0x8f870ac47500,\\CMNotify
0,0x8f870ac47690,\\Windows\\System32\\rdpbase.dll
0,0x8f870ac479b0,\\CMNotify
0,0x8f870ac47b40,\\Windows\\System32\\en-US\\svchost.exe.mui
0,0x8f870ac47cd0,\\CMNotify
0,0x8f870ac48310,\\Windows\\System32\\icsvc.dll
0,0x8f870ac484a0,\\CMApi
0,0x8f870ac48630,\\CMNotify
0,0x8f870ac48950,\\Windows\\System32\\spool\\drivers\\W32X86\\PCC
0,0x8f870ac48ae0,\\Dev\\Query
0,0x8f870ac48c70,\\Windows\\System32\\wshhyperv.dll
0,0x8f870ac49440,\\CMNotify
0,0x8f870ac495d0,\\CMNotify
0,0x8f870ac49760,\\Windows\\System32\\WinSCard.dll
0,0x8f870ac498f0,\\Windows\\Fonts\\segoeui.ttf
0,0x8f870ac49a80,\\Windows\\System32\\rdpserverbase.dll
0,0x8f870ac49c10,\\Windows\\System32\\winhttp.dll
0,0x8f870ac49da0,\\Windows\\System32
0,0x8f870ac4a0c0,\\CMNotify
0,0x8f870ac4a250,\\Windows\\System32\\tlscsp.dll
0,0x8f870ac4a3e0,\\Windows\\System32\\Websocket.dll
0,0x8f870ac4a570,\\Windows\\Fonts\\seguisym.ttf
0,0x8f870ac4a700,\\CMApi
0,0x8f870ac4a890,\\CMNotify
0,0x8f870ac4aa20,\\Windows\\Fonts\\segoeuisl.ttf
0,0x8f870ac4aed0,\\Windows\\System32\\wlidprov.dll
0,0x8f870ac4b380,\\Windows\\System32\\BFE.DLL
0,0x8f870ac4b6a0,\\Windows\\System32\\atl.dll
0,0x8f870ac4bce0,\\Windows\\System32\\spinf.dll
0,0x8f870ac4be70,\\Windows\\System32\\en-US\\icsvc.dll.mui
0,0x8f870ac4c190,\\Windows\\System32\\umb.dll
0,0x8f870ac4c4b0,"\\incoming_size=0,outgoing_size=0"
0,0x8f870ac4c960,\\Windows\\System32\\spool\\drivers\\x64\\PCC
0,0x8f870ac4caf0,\\CMNotify
0,0x8f870ac4cc80,\\Windows\\System32\\svchost.exe
0,0x8f870ac4d2c0,"\\incoming_size=0,outgoing_size=0"
0,0x8f870ac4d5e0,\\CMNotify
0,0x8f870ac4d900,\\Windows\\System32\\es.dll
0,0x8f870ac4e3f0,\\Windows\\System32\\srvcli.dll
0,0x8f870ac4e580,"\\incoming_size=0,outgoing_size=0"
0,0x8f870ac4e710,\\CMApi
0,0x8f870ac4e8a0,"\\incoming_size=0,outgoing_size=0"
0,0x8f870ac4ebc0,\\Windows\\System32\\vmrdvcore.dll
0,0x8f870ac4eee0,\\Windows\\System32\\vssapi.dll
0,0x8f870ac4f390,\\Windows\\System32\\en-US\\svchost.exe.mui
0,0x8f870ac4f840,\\Windows\\System32\\NotificationController.dll
0,0x8f870ac4f9d0,\\Windows\\System32\\wevtapi.dll
0,0x8f870ac4fb60,\\Windows\\System32\\gpsvc.dll
0,0x8f870ac4fcf0,\\Windows\\System32\\C_1254.NLS
0,0x8f870ac501a0,\\Windows\\System32\\icsvcext.dll
0,0x8f870ac50330,\\Windows\\System32
0,0x8f870ac50650,\\Windows\\System32\\wevtsvc.dll
0,0x8f870ac50970,\\Windows\\System32\\en-US\\bfe.dll.mui
0,0x8f870ac50b00,\\Windows\\System32\\vsstrace.dll
0,0x8f870ac50c90,\\Windows\\System32\\netapi32.dll
0,0x8f870ac50e20,\\Windows\\System32\\nlaapi.dll
0,0x8f870ad3f290,\\eventlog
0,0x8f870ad3f420,\\Winsock2\\CatalogChangeListener-15c-0
0,0x8f870ad3f5b0,\\Endpoint
0,0x8f870ad3f740,\\eventlog
0,0x8f870ad3f8d0,\\Endpoint
0,0x8f870ad3fa60,\\Windows\\System32\\virtdisk.dll
0,0x8f870ad3fbf0,\\Windows\\System32\\wkscli.dll
0,0x8f870ad400a0,\\Endpoint
0,0x8f870ad40230,\\eventlog
0,0x8f870ad40550,\\Windows\\System32\\profsvcext.dll
0,0x8f870ad406e0,\\Windows\\System32\\umrdp.dll
0,0x8f870ad40870,\\Windows\\System32\\adsldp.dll
0,0x8f870ad40d20,\\$Directory
0,0x8f870ad40eb0,\\Windows\\System32\\newdev.dll
0,0x8f870ad411d0,"\\incoming_size=0,outgoing_size=0"
0,0x8f870ad414f0,\\Windows\\System32\\profsvc.dll
0,0x8f870ad41680,\\Windows\\System32\\VmApplicationHealthMonitorProxy.dll
0,0x8f870ad41810,\\Windows\\System32\\fltLib.dll
0,0x8f870ad419a0,\\Windows\\System32\\netjoin.dll
0,0x8f870ad41b30,\\Windows\\System32\\themeservice.dll
0,0x8f870ad41cc0,\\Endpoint
0,0x8f870ad41e50,\\Windows\\System32\\PortableDeviceApi.dll
0,0x8f870ad42170,\\Windows\\System32\\winspool.drv
0,0x8f870ad42300,\\Users\\alice\\AppData\\Local\\Microsoft\\Windows\\UsrClass.dat.LOG1
0,0x8f870ad42490,\\Windows\\System32\\catroot2\\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\\catdb.jfm
0,0x8f870ad42620,\\Endpoint
0,0x8f870ad427b0,\\Windows\\System32\\ncsi.dll
0,0x8f870ad42940,\\Endpoint
0,0x8f870ad42c60,\\Windows\\Fonts\\msyhbd.ttc
0,0x8f870ad42df0,\\CMNotify
0,0x8f870ad43110,\\Windows\\System32\\devrtl.dll
0,0x8f870ad432a0,\\Windows\\System32\\en-US\\dhcpcore6.dll.mui
0,0x8f870ad435c0,\\Windows\\System32\\secur32.dll
0,0x8f870ad43750,\\Windows\\System32\\win32spl.dll
0,0x8f870ad43a70,\\Windows\\System32\\activeds.dll
0,0x8f870ad43c00,\\Windows\\System32\\nlasvc.dll
0,0x8f870ad43d90,\\Endpoint
0,0x8f870ad440b0,\\CMApi
0,0x8f870ad443d0,\\Windows\\System32\\en-US\\newdev.dll.mui
0,0x8f870ad44560,\\Windows\\System32\\taskschd.dll
0,0x8f870ad446f0,\\Endpoint
0,0x8f870ad44880,\\Windows\\System32
0,0x8f870ad44ba0,\\Windows\\System32\\adsldpc.dll
0,0x8f870ad44d30,\\CMNotify
0,0x8f870ad44ec0,\\Users\\alice\\AppData\\Local\\Microsoft\\Windows\\UsrClass.dat
0,0x8f870ad451e0,\\Endpoint
0,0x8f870ad45370,\\Windows\\System32\\en-US\\gpsvc.dll.mui
0,0x8f870ad45690,\\Windows\\System32\\schedsvc.dll
0,0x8f870ad45820,\\Windows\\System32\\en-US\\svchost.exe.mui
0,0x8f870ad459b0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Sysmon%4Operational.evtx
0,0x8f870ad45b40,\\$Directory
0,0x8f870ad45cd0,\\Windows\\System32\\winevt\\Logs\\Windows PowerShell.evtx
0,0x8f870ad45e60,\\Windows\\System32\\winevt\\Logs\\Internet Explorer.evtx
0,0x8f870ad464a0,\\Windows\\System32\\VSSVC.exe
0,0x8f870ad46630,\\Windows\\System32
0,0x8f870ad467c0,\\Windows\\System32\\ssdpapi.dll
0,0x8f870ad46ae0,\\Windows\\System32\\winevt\\Logs\\Key Management Service.evtx
0,0x8f870ad46c70,\\Windows\\System32\\ubpm.dll
0,0x8f870ad46e00,\\Windows\\System32\\winevt\\Logs\\HardwareEvents.evtx
0,0x8f870ad47120,\\CMNotify
0,0x8f870ad472b0,\\Windows\\System32\\winevt\\Logs\\Security.evtx
0,0x8f870ad47440,\\CMNotify
0,0x8f870ad475d0,\\CMNotify
0,0x8f870ad47760,\\Windows\\System32\\winevt\\Logs\\System.evtx
0,0x8f870ad478f0,\\Windows\\System32
0,0x8f870ad47a80,\\Windows\\System32\\winevt\\Logs\\Application.evtx
0,0x8f870ad47c10,\\Windows\\System32\\bcd.dll
0,0x8f870ad47da0,\\Windows\\System32\\catroot2\\edb.log
0,0x8f870ad480c0,\\Windows\\System32\\svchost.exe
0,0x8f870ad483e0,\\Windows\\System32\\en-US\\umrdp.dll.mui
0,0x8f870ad48570,\\Windows\\System32\\Sens.dll
0,0x8f870ad48700,\\TermSrv_API_service
0,0x8f870ad48890,\\Ctx_WinStation_API_service
0,0x8f870ad48ed0,\\Windows\\System32\\catroot2\\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\\catdb
0,0x8f870ad491f0,\\Windows\\System32\\en-US\\VSSVC.exe.mui
0,0x8f870ad49380,\\Windows\\System32\\taskcomp.dll
0,0x8f870ad496a0,\\Windows\\System32\\mobilenetworking.dll
0,0x8f870ad49830,\\Ctx_WinStation_API_service
0,0x8f870ad499c0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-WinRM%4Operational.evtx
0,0x8f870ad49b50,\\CMNotify
0,0x8f870ad4a320,\\Windows\\System32\\wmiclnt.dll
0,0x8f870ad4a960,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-LiveId%4Operational.evtx
0,0x8f870ad4aaf0,\\Windows\\System32\\en-US\\ntdll.dll.mui
